hostname;interface;link_state;admin_state;vlan;ip;description
DC-WAN-RTR-01;Port-channel2.214;up;up;991;30.50.53.1;LEARNING CENTER ALAZHAR
DC-WAN-RTR-01;Port-channel2.215;up;up;992;;CMFO DENPASAR | 10.5.123.129
DC-WAN-RTR-01;Port-channel2.216;up;up;993;192.168.104.189;KCP MEDAN MUCHTAR BASRI
DC-WAN-RTR-01;Port-channel2.217;up;up;994;192.168.102.169;KCP JAJAG 192.168.102.169
DC-WAN-RTR-01;Port-channel2.218;up;up;320;192.168.101.253;KCP RUNGKUT|192.168.101.253
DC-WAN-RTR-01;Port-channel2.219;up;up;236;192.168.101.25;KC HASANUDIN | 192.168.101.25
DC-WAN-RTR-01;Port-channel2.220;up;up;122;192.168.100.45;KC PEKANBARU | i 192.168.100.45
DC-WAN-RTR-01;Port-channel2.221;up;up;511;192.168.104.225;AREA-DENPASAR
DC-WAN-RTR-01;Port-channel2.222;up;up;321;192.168.101.137;KC_MARTAPURA | 192.168.101.138
DC-WAN-RTR-01;Port-channel2.223;up;up;189;30.50.57.1;KCP_KALIDERES | 30.50.57.1
DC-WAN-RTR-01;Port-channel2.224;up;up;371;192.168.104.229;BFO ACEH | 192.168.104.229
DC-WAN-RTR-01;Port-channel2.225;up;up;238;10.67.15.2;KCP Labuan new
DC-WAN-RTR-01;Port-channel2.226;up;up;302;192.168.105.13;KCP Kramat Raya
DC-WAN-RTR-01;Port-channel2.227;up;up;399;192.168.102.245;KCP SURADE
DC-WAN-RTR-01;Port-channel2.228;up;up;98;192.168.105.21;KCP GATOTO SUBROTO DENPASAR/RENON
DC-WAN-RTR-01;Port-channel2.229;up;up;169;192.168.104.113;KCP PALEMBANG VETERAN
DC-WAN-RTR-01;Port-channel2.230;up;up;267;192.168.105.25;REGIONAL OFFICE (RO) SEMARANG
DC-WAN-RTR-01;Port-channel2.231;up;up;111;192.168.105.29;KCP KALIABANG
DC-WAN-RTR-01;Port-channel2.232;up;up;123;;
DC-WAN-RTR-01;Port-channel2.233;up;up;306;192.168.103.81;KCP BATAM CENTER
DC-WAN-RTR-01;Port-channel2.234;up;up;226;192.168.104.249;AFO Palu | 192.168.104.250
DC-WAN-RTR-01;Port-channel2.235;up;up;689;192.168.105.57;MIKRO BANKING-MENARA JAMSOSTEK
DC-WAN-RTR-01;Port-channel2.236;up;up;232;10.176.91.6;KC PETARANI MKS
DC-WAN-RTR-01;Port-channel2.237;up;up;765;10.16.254.2;RISK ACEH EX GEDUNG KCP ULE KARENG
DC-WAN-RTR-01;Port-channel2.238;up;up;84;10.17.0.10;KC LHOKSEUMAWE SYECH SYAMSUDDIN
DC-WAN-RTR-01;Port-channel2.239;up;up;128;10.16.50.10;KC SIGLI
DC-WAN-RTR-01;Port-channel2.240;up;up;187;10.99.0.10;KC MALANG SUPRAPTO
DC-WAN-RTR-01;Port-channel2.241;up;up;132;10.49.0.10;KC MEDAN ADAM MALIK
DC-WAN-RTR-01;Port-channel2.242;up;up;130;10.17.46.10;KC BIREUEN CHIK JOHAN
DC-WAN-RTR-01;Port-channel2.243;up;up;497;10.100.30.10;KC SURABAYA MERR 1
DC-WAN-RTR-01;Port-channel2.244;up;up;696;10.128.17.10;KC PURWOKERTO SUDIRMAN 2
DC-WAN-RTR-01;Port-channel2.245;up;up;586;192.168.101.61;KC BLITAR-NEW
DC-WAN-RTR-01;Port-channel2.246;up;up;211;10.99.5.10;KC MALANG DINOYO
DC-WAN-RTR-01;Port-channel2.247;up;up;375;10.80.117.10;KC KARAWANG
DC-WAN-RTR-01;Port-channel2.248;up;up;79;10.36.5.10;KC PALEMBANG SMB II
DC-WAN-RTR-01;Port-channel2.249;up;up;701;10.176.103.10;KC PAREPARE
DC-WAN-RTR-01;Port-channel2.250;up;up;699;10.176.98.10;KC PALOPO
DC-WAN-RTR-01;Port-channel2.251;up;up;697;10.178.1.10;KC MT HARYONO
DC-WAN-RTR-01;Port-channel2.252;up;up;655;10.178.2.10;KC KENDARI MANDONGA
DC-WAN-RTR-01;Port-channel2.253;up;up;889;192.168.105.69;GRAHA SAHARJO
DC-WAN-RTR-01;Port-channel2.254;up;up;877;10.17.45.10;KC LANGSA A YANI
DC-WAN-RTR-01;Port-channel2.255;up;up;222;10.82.0.10;KC JAKARTA BENHIL
DC-WAN-RTR-01;Port-channel2.256;up;up;279;10.129.4.10;KC KC KUDUS A YANI
DC-WAN-RTR-01;Port-channel2.257;up;up;822;10.36.27.2;KCP PALEMBANG KENTEN 2
DC-WAN-RTR-01;Port-channel2.258;up;up;166;10.161.0.10;KC BANJARMASIN A YANI
DC-WAN-RTR-01;Port-channel2.259;up;up;225;10.16.49.10;KC MEULABOH IMAM BONJOL1
DC-WAN-RTR-01;Port-channel2.260;up;up;844;10.178.0.10;KC PALU M YAMIN
DC-WAN-RTR-01;Port-channel2.261;up;up;995;10.67.1.10;KC CILEGON A YANI
DC-WAN-RTR-01;Port-channel2.262;up;up;779;10.65.0.10;KC JAKARTA KELAPA GADING 2
DC-WAN-RTR-01;Port-channel2.263;up;up;518;10.131.0.10;KC SOLO SLAMET RIYADI 2
DC-WAN-RTR-01;Port-channel2.264;up;up;933;10.49.100.2;RFO MEDAN
DC-WAN-RTR-01;Port-channel2.265;up;up;230;10.144.1.10;KC_BOGOR_PADJAJARAN
DC-WAN-RTR-01;Port-channel2.266;up;up;382;10.48.170.10;KC BATAM RADEN PATAH
DC-WAN-RTR-01;Port-channel2.267;up;up;118;192.168.105.77;BFO CILEGON
DC-WAN-RTR-01;Port-channel2.268;up;up;380;10.114.56.2;KC CIREBON BARU
DC-WAN-RTR-01;Port-channel2.269;up;up;135;10.49.101.2;AREA MEDAN KOTA
DC-WAN-RTR-01;Port-channel2.270;up;up;164;192.168.104.245;AFO JEMBER
DC-WAN-RTR-01;Port-channel2.271;up;up;333;192.168.100.65;RO-JKT-HASANUDIN
DC-WAN-RTR-01;Port-channel2.272;up;up;224;192.168.102.197;LINK RO_BANDUNG
DC-WAN-RTR-01;Port-channel2.273;up;up;245;192.168.101.9;RO_MAKASSAR | 192.168.101.9
DC-WAN-RTR-01;Port-channel2.274;up;up;823;10.36.26.2;KCP PALEMBANG SUDIRMAN
DC-WAN-RTR-01;Port-channel2.275;up;up;925;192.168.102.209;LINK RO PALEMBANG
DC-WAN-RTR-01;Port-channel2.276;up;up;235;192.168.102.225;RO BANJARMASIN
DC-WAN-RTR-01;Port-channel2.277;up;up;427;10.100.254.6;REGION SURABAYA
DC-WAN-RTR-01;Port-channel2.278;up;up;768;192.168.105.41;KCP-BandaAceh-Keutapang
DC-WAN-RTR-01;Port-channel2.279;up;up;435;192.168.105.45;KCP-BandaAceh-Peunayong
DC-WAN-RTR-01;Port-channel2.280;up;up;445;192.168.103.33;KCP-Jantho
DC-WAN-RTR-01;Port-channel2.281;up;up;773;10.96.94.10;KCP-GERUNG
DC-WAN-RTR-01;Port-channel2.282;up;up;771;10.96.90.10;KCP-SELONG
DC-WAN-RTR-01;Port-channel2.283;up;up;772;10.96.95.10;KCP-BERTAIS
DC-WAN-RTR-01;Port-channel2.284;up;up;770;10.16.114.2;RECOVERY ACEH
DC-WAN-RTR-01;Port-channel2.285;up;up;787;10.101.56.10;KCP-MOJOKERTO-MOJOPAHIT-1
DC-WAN-RTR-01;Port-channel2.286;up;up;769;192.168.104.241;BFO MATARAM
DC-WAN-RTR-01;Port-channel2.287;up;up;534;10.176.93.10;KCP PANGKEP
DC-WAN-RTR-01;Port-channel2.289;up;up;934;10.101.61.10;KCP MOJOKERTO SURODINAWAN
DC-WAN-RTR-01;Port-channel2.290;up;up;939;10.100.8.10;KCP SURABAYA AMPEL 2
DC-WAN-RTR-01;Port-channel2.291;up;up;288;194.168.104.49;KCP JOMBANG
DC-WAN-RTR-01;Port-channel2.292;up;up;948;192.168.103.149;KCP BOGOR DRAMAGA 1
DC-WAN-RTR-01;Port-channel2.293;up;up;988;192.168.103.153;KCP BOGOR MERDEKA
DC-WAN-RTR-01;Port-channel2.294;up;up;944;192.168.103.157;KCP DEPOK CIMANGGIS 1
DC-WAN-RTR-01;Port-channel2.295;up;up;605;192.168.104.61;KCP MALANG PASAR BESAR
DC-WAN-RTR-01;Port-channel2.296;up;up;952;192.168.103.141;KCP BOGOR TAJUR 1
DC-WAN-RTR-01;Port-channel2.297;up;up;743;192.168.104.165;KCP YOGYA KATAMSO
DC-WAN-RTR-01;Port-channel2.298;up;up;500;192.168.104.181;KCP PEKALONGAN KANJEN
DC-WAN-RTR-01;Port-channel2.299;up;up;831;192.168.102.249;KCP MAGELANG SQUARE
DC-WAN-RTR-01;Port-channel2.300;up;up;602;192.168.105.53;KCP SOLO NUSUKAN
DC-WAN-RTR-01;Port-channel2.301;up;up;881;10.132.45.14;DIGILAB YOGYA
DC-WAN-RTR-01;Port-channel2.302;up;up;373;192.168.53.177;KCP CILACAP MAJENANG
DC-WAN-RTR-01;Port-channel2.303;up;up;929;192.168.104.137;KCP MEDAN MARELAN RAYA
DC-WAN-RTR-01;Port-channel2.304;up;up;398;192.168.103.253;KCP KALIURANG
DC-WAN-RTR-01;Port-channel2.305;up;up;761;192.168.104.177;KCP MATARAM PANCOR
DC-WAN-RTR-01;Port-channel2.306;up;up;775;10.96.93.10;KCP MASBAGIK
DC-WAN-RTR-01;Port-channel2.307;up;up;716;10.131.1.10;KCP SRAGEN ATRIUM
DC-WAN-RTR-01;Port-channel2.308;up;up;195;192.168.103.225;KCP BANDUNG RANCAEKEK
DC-WAN-RTR-01;Port-channel2.309;up;up;980;192.168.104.21;KCP SUMENEP
DC-WAN-RTR-01;Port-channel2.310;up;up;577;30.54.26.1;KCP SBY DHARMAHUSADA
DC-WAN-RTR-01;Port-channel2.311;up;up;706;192.168.104.153;KCP CIPANAS
DC-WAN-RTR-01;Port-channel2.312;up;up;804;10.112.39.10;KCP KOPO SAYATI
DC-WAN-RTR-01;Port-channel2.313;up;up;803;10.112.35.10;KCP CINUNUK
DC-WAN-RTR-01;Port-channel2.314;up;up;906;10.113.1.10;KCP CIANJUR ABD BIN NUH
DC-WAN-RTR-01;Port-channel2.315;up;up;434;192.168.104.117;KCP MAKASSAR TAMALAREA 1
DC-WAN-RTR-01;Port-channel2.316;up;up;477;192.168.104.217;KCP GOWA
DC-WAN-RTR-01;Port-channel2.317;up;up;303;10.176.97.10;KCP TAKALAR
DC-WAN-RTR-01;Port-channel2.318;up;up;793;192.168.104.81;KCP LUBUK SIKAPING
DC-WAN-RTR-01;Port-channel2.319;up;up;745;192.168.103.101;KCP PADANG PARIAMAN
DC-WAN-RTR-01;Port-channel2.320;up;up;749;192.168.103.53;KCP LUBUK BASUNG
DC-WAN-RTR-01;Port-channel2.321;up;up;200;192.168.103.21;KCP PADANG PANJANG
DC-WAN-RTR-01;Port-channel2.322;up;up;996;192.168.103.9;KCP STABAT
DC-WAN-RTR-01;Port-channel2.323;up;up;323;10.96.132.2;KFO MANDIRI BIMA SILA
DC-WAN-RTR-01;Port-channel2.324;up;up;791;192.168.104.97;KCP Flamboyan
DC-WAN-RTR-01;Port-channel2.325;up;up;792;192.168.104.65;KCP BAGAN SIAPIAPI
DC-WAN-RTR-01;Port-channel2.326;up;up;741;192.168.103.69;KCP DUMAI SUKAJADI
DC-WAN-RTR-01;Port-channel2.327;up;up;766;192.168.103.105;KCP PAINAN
DC-WAN-RTR-01;Port-channel2.328;up;up;946;10.101.59.10;KCP LAMONGAN PASAR BABAT
DC-WAN-RTR-01;Port-channel2.329;up;up;119;192.168.103.165;KCP BEKASI TIMUR
DC-WAN-RTR-01;Port-channel2.330;up;up;943;192.168.103.173;KCP SERANG CIKANDE 1
DC-WAN-RTR-01;Port-channel2.331;up;up;945;192.168.103.177;KCP BEKASI KALIMALANG
DC-WAN-RTR-01;Port-channel2.332;up;up;440;192.168.104.5;KCP UJUNG BERUNG
DC-WAN-RTR-01;Port-channel2.333;up;up;802;10.112.38.10;KCP SUMEDANG TANJUNG SARI 1
DC-WAN-RTR-01;Port-channel2.334;up;up;322;10.161.24.6;KCP BANJARMASIN SULTAN ADAM
DC-WAN-RTR-01;Port-channel2.335;up;up;892;30.63.22.1;KCP Medan Iskandar Muda
DC-WAN-RTR-01;Port-channel2.336;up;up;301;10.97.5.10;KCP KENCONG
DC-WAN-RTR-01;Port-channel2.337;up;up;307;10.97.7.10;KCP LUMAJANG SUDIRMAN
DC-WAN-RTR-01;Port-channel2.338;up;up;223;30.53.28.1;KCP GOMBONG
DC-WAN-RTR-01;Port-channel2.339;up;up;891;192.168.103.1;KCP TEBING TINGGI
DC-WAN-RTR-01;Port-channel2.340;up;up;997;192.168.104.145;KCP MEDAN KRAKATAU
DC-WAN-RTR-01;Port-channel2.341;up;up;543;192.168.104.169;KCP PANDAAN
DC-WAN-RTR-01;Port-channel2.342;up;up;671;192.168.104.17;KCP PASURUAN
DC-WAN-RTR-01;Port-channel2.343;up;up;304;192.168.105.37;DANAREKSA LT.9
DC-WAN-RTR-01;Port-channel2.344;up;up;780;10.99.9.10;KCP MALANG PAKIS JAJAR
DC-WAN-RTR-01;Port-channel2.345;up;up;654;192.168.104.101;KCP KAMPUS ITS
DC-WAN-RTR-01;Port-channel2.346;up;up;609;192.168.104.185;KCP MAGETAN
DC-WAN-RTR-01;Port-channel2.347;up;up;936;192.168.104.37;KCP BOJONEGORO SUMBEREJO
DC-WAN-RTR-01;Port-channel2.348;up;up;604;30.54.37.1;KCP LUMAJANG
DC-WAN-RTR-01;Port-channel2.349;up;up;407;10.97.1.10;KCP BANYUWANGI KERTOSARI
DC-WAN-RTR-01;Port-channel2.350;up;up;134;192.168.103.121;KCP MUARA BULIAN
DC-WAN-RTR-01;Port-channel2.351;up;up;183;192.168.104.93;KCP PALU TADULAKO
DC-WAN-RTR-01;Port-channel2.352;up;up;257;192.168.103.109;KCP CURUP
DC-WAN-RTR-01;Port-channel2.353;up;up;231;192.168.103.113;KCP JAMBI SIPIN
DC-WAN-RTR-01;Port-channel2.354;up;up;121;192.168.103.117;KCP SUNGAI LIAT
DC-WAN-RTR-01;Port-channel2.355;up;up;194;192.168.103.5;KCP PEKANBARU PANAM
DC-WAN-RTR-01;Port-channel2.356;up;up;204;192.168.103.17;KCP BAGAN BATU
DC-WAN-RTR-01;Port-channel2.357;up;up;742;192.168.103.37;KCP TANJUNG UBAN
DC-WAN-RTR-01;Port-channel2.358;up;up;782;192.168.103.61;KCP RENGAT
DC-WAN-RTR-01;Port-channel2.359;up;up;209;192.168.104.141;KCP SIMPANG LIMUN
DC-WAN-RTR-01;Port-channel2.360;up;up;208;192.168.103.57;KCP INDRAPURA
DC-WAN-RTR-01;Port-channel2.361;up;up;308;192.168.104.33;KCP PONOROGO
DC-WAN-RTR-01;Port-channel2.362;up;up;405;10.17.113.2;AREA FINANCING LHOKSEUMAWE
DC-WAN-RTR-01;Port-channel2.363;up;up;201;10.98.3.10;KCP KEDIRI GUDANG GARAM
DC-WAN-RTR-01;Port-channel2.364;up;up;286;10.100.5.10;KCP SIDOARJO PONDOK CANDRA
DC-WAN-RTR-01;Port-channel2.365;up;up;;;KCP PASURUAN SUDIRMAN
DC-WAN-RTR-01;Port-channel2.366;up;up;188;10.99.1.10;KCP PASURUAN SUDIRMAN 2
DC-WAN-RTR-01;Port-channel2.367;up;up;126;30.53.34.1;KCP TEMANGGUNG
DC-WAN-RTR-01;Port-channel2.368;up;up;621;30.52.45.1;KCP Ciawi
DC-WAN-RTR-01;Port-channel2.369;up;up;601;192.168.103.237;KCP Garut Kadungora
DC-WAN-RTR-01;Port-channel2.370;up;up;550;192.168.103.233;KCP BANDUNG ANTAPANI
DC-WAN-RTR-01;Port-channel2.371;up;up;401;10.17.18.6;KCP KUALA SIMPANG CUT NYAK DIEN
DC-WAN-RTR-01;Port-channel2.372;up;up;431;10.18.52.2;AFO MEULABOH
DC-WAN-RTR-01;Port-channel2.373;up;up;106;10.145.0.10;KCP JAKARTA CIBUBUR 1
DC-WAN-RTR-01;Port-channel2.374;up;up;622;192.168.104.161;KCP BANDUNG BUAH BATU
DC-WAN-RTR-01;Port-channel2.375;up;up;998;10.113.3.10;KCP CIMAREME
DC-WAN-RTR-01;Port-channel2.376;up;up;104;10.147.8.10;KCP JAKARTA CILANDAK 1
DC-WAN-RTR-01;Port-channel2.377;up;up;449;10.81.1.10;KCP JAKARTA KALIMALANG
DC-WAN-RTR-01;Port-channel2.378;up;up;607;10.148.0.10;KCP JAKARTA DEWI SARTIKA 2
DC-WAN-RTR-01;Port-channel2.379;up;up;107;10.35.5.10;KCP PAYAKUMBUH SUDIRMAN
DC-WAN-RTR-01;Port-channel2.380;up;up;942;10.65.5.10;KCP JAKARTA PLUMPANG
DC-WAN-RTR-01;Port-channel2.381;up;up;193;10.82.2.10;KCP JAKARTA MAHKAMAH AGUNG
DC-WAN-RTR-01;Port-channel2.382;up;up;566;10.81.3.10;KCP JAKARTA LUBANG BUAYA
DC-WAN-RTR-01;Port-channel2.383;up;up;442;10.81.2.10;KCP JAKARTA BUARAN
DC-WAN-RTR-01;Port-channel2.384;up;up;509;192.168.103.193;KCP JAKARTA TOMANG
DC-WAN-RTR-01;Port-channel2.385;up;up;207;10.145.3.10;KCP DEPOK SAWANGAN PASAR BARU
DC-WAN-RTR-01;Port-channel2.386;up;up;205;10.114.51.10;KCP CIREBON PLERED 2
DC-WAN-RTR-01;Port-channel2.387;up;up;989;192.168.105.113;AFO CIREBON
DC-WAN-RTR-01;Port-channel2.388;up;up;124;192.168.104.125;KCP POLEWALI
DC-WAN-RTR-01;Port-channel2.389;up;up;759;30.50.64.1;KCP_PANGLIMA_POLIM
DC-WAN-RTR-01;Port-channel2.390;up;up;958;192.168.103.145;KCP_LEBAK_BANTEN
DC-WAN-RTR-01;Port-channel2.391;up;up;732;192.168.103.161;KCP_DEPOK_SAWANGAN
DC-WAN-RTR-01;Port-channel2.392;up;up;951;192.168.103.133;KCP_DEPOK_MARGONDA
DC-WAN-RTR-01;Port-channel2.393;up;up;953;192.168.103.137;KCP DEPOK CINERE
DC-WAN-RTR-01;Port-channel2.394;up;up;457;10.67.4.10;KCP_TANGERANG_CIKUPA2
DC-WAN-RTR-01;Port-channel2.395;up;up;443;10.80.111.10;KCP_BEKASI_WIBAWAMUKTI
DC-WAN-RTR-01;Port-channel2.396;up;up;938;10.144.3.10;KCP_BOGOR_CIBINONGPRATAMA
DC-WAN-RTR-01;Port-channel2.397;up;up;554;10.144.5.10;KCP_BOGOR_CISARUA
DC-WAN-RTR-01;Port-channel2.398;up;up;485;10.67.5.10;KCP_TANGERANG_BALARAJA3
DC-WAN-RTR-01;Port-channel2.399;up;up;483;10.144.2.10;KCP_BOGOR_TAJUR2
DC-WAN-RTR-01;Port-channel2.400;up;up;710;10.128.18.10;KCP_CILACAP_SPARMAN
DC-WAN-RTR-01;Port-channel2.401;up;up;489;192.168.104.109;KCP_PARIGI_MOUTONG
DC-WAN-RTR-01;Port-channel2.402;up;up;272;10.145.4.10;KCP_DEPOK_CITAYAM
DC-WAN-RTR-01;Port-channel2.403;up;up;289;192.168.103.169;KCP_TANGERANG_BALARAJA
DC-WAN-RTR-01;Port-channel2.404;up;up;218;10.66.4.10;KCP_TANGERANG_KARAWACIMUTIARA
DC-WAN-RTR-01;Port-channel2.405;up;up;396;10.99.6.10;KCP PANDAAN KARTINI
DC-WAN-RTR-01;Port-channel2.406;up;up;508;10.99.8.10;KCP MALANG KOTA
DC-WAN-RTR-01;Port-channel2.407;up;up;541;192.168.103.189;KCP JAKARTA CIPINANG JAYA
DC-WAN-RTR-01;Port-channel2.408;up;up;776;193.168.103.213;KCP BOGOR JALAN BARU
DC-WAN-RTR-01;Port-channel2.409;up;up;234;30.53.36.1;KCP SOLO URIP SUMOHARDJO
DC-WAN-RTR-01;Port-channel2.410;up;up;221;10.144.32.2;KCP CIANJUR CIPANAS
DC-WAN-RTR-01;Port-channel2.411;up;up;219;10.112.64.6;KCP Sumedang Tanjungsari
DC-WAN-RTR-01;Port-channel2.412;up;up;112;10.99.2.10;KCP BATU AGUS SALIM
DC-WAN-RTR-01;Port-channel2.413;up;up;620;10.80.113.10;KCP CIKARANG CBD
DC-WAN-RTR-01;Port-channel2.414;up;up;987;10.144.34.2;KCP SUKABUMI CIBADAK 2
DC-WAN-RTR-01;Port-channel2.415;up;up;767;10.99.28.2;KC PASURUAN SUDIRMAN
DC-WAN-RTR-01;Port-channel2.416;up;up;507;10.81.24.2;KCP JAKARTA KALIMALANG
DC-WAN-RTR-01;Port-channel2.417;up;up;239;10.176.130.2;KCP MAKASSAR PANNAMPU
DC-WAN-RTR-01;Port-channel2.418;up;up;606;192.168.105.5;BFO BANYUWANGI
DC-WAN-RTR-01;Port-channel2.419;up;up;393;192.168.105.1;AFO BANDAR LAMPUNG
DC-WAN-RTR-01;Port-channel2.420;up;up;740;10.100.2.10;KCP SIDOARJO GAJAH MADA
DC-WAN-RTR-01;Port-channel2.421;up;up;818;10.176.123.2;KCP SINJAI
DC-WAN-RTR-01;Port-channel2.422;up;up;385;10.176.128.2;KCP PINRANG AHMAD YANI
DC-WAN-RTR-01;Port-channel2.423;up;up;277;10.101.83.6;KCP Bojonegoro Suropati
DC-WAN-RTR-01;Port-channel2.424;up;up;278;10.98.22.6;KCP MAGETAN MT. HARYONO
DC-WAN-RTR-01;Port-channel2.425;up;up;281;10.98.21.2;KCP PONOROGO SOETTA
DC-WAN-RTR-01;Port-channel2.426;up;up;280;10.98.18.6;KCP NGANJUK
DC-WAN-RTR-01;Port-channel2.427;up;up;462;10.114.74.6;KCP CIREBON ARJAWINANGUN
DC-WAN-RTR-01;Port-channel2.428;up;up;296;10.113.17.2;KCP CIANJUR SUKANAGARA
DC-WAN-RTR-01;Port-channel2.429;up;up;821;10.112.65.2;KCP KIARACONDONG
DC-WAN-RTR-01;Port-channel2.430;up;up;293;10.112.57.2;KCP BANDUNG MAJALAYA
DC-WAN-RTR-01;Port-channel2.431;up;up;294;10.112.59.2;KCP SOREANG WAHID HASYIM
DC-WAN-RTR-01;Port-channel2.432;up;up;627;10.114.78.6;KCP MAJALENGKA ABD HALIM
DC-WAN-RTR-01;Port-channel2.433;up;up;460;10.113.16.6;KCP CIANJUR CIRANJANG
DC-WAN-RTR-01;Port-channel2.434;up;up;493;10.34.15.6;KCP Jambi Rimbo Bujang 2
DC-WAN-RTR-01;Port-channel2.435;up;up;484;10.176.124.6;KCP GOWA SUNGGUMINASA
DC-WAN-RTR-01;Port-channel2.436;up;up;593;10.101.90.2;KCP JOMBANG MOJOAGUNG
DC-WAN-RTR-01;Port-channel2.437;up;up;595;10.101.86.2;KCP MOJOKERTO MAJAPAHIT
DC-WAN-RTR-01;Port-channel2.438;up;up;390;10.32.42.2;KCP LAMPUNG SRIBHAWONO
DC-WAN-RTR-01;Port-channel2.439;up;up;424;10.50.14.2;KCP BINJAI SUDIRMAN
DC-WAN-RTR-01;Port-channel2.440;up;up;808;10.32.39.6;KCP LAMPUNG NATAR
DC-WAN-RTR-01;Port-channel2.441;up;up;386;10.32.37.2;KCP LAMPUNG METRO
DC-WAN-RTR-01;Port-channel2.442;up;up;391;10.32.43.2;KCP TULANG BAWANG BARAT
DC-WAN-RTR-01;Port-channel2.443;up;up;387;10.32.41.2;KCP PESAWARAN
DC-WAN-RTR-01;Port-channel2.444;up;up;496;10.34.23.6;KCP BANGKO 2
DC-WAN-RTR-01;Port-channel2.445;up;up;608;192.168.104.237;BFO MADIUN
DC-WAN-RTR-01;Port-channel2.446;up;up;451;10.112.55.6;KCP BANDUNG CIJERAH
DC-WAN-RTR-01;Port-channel2.447;up;up;452;10.112.58.6;KCP BANDUNG LEMBANG
DC-WAN-RTR-01;Port-channel2.448;up;up;453;10.112.61.6;KCP BANDUNG BUAH BATU
DC-WAN-RTR-01;Port-channel2.449;up;up;454;10.113.14.6;KCP BANDUNG PADALARANG
DC-WAN-RTR-01;Port-channel2.450;up;up;482;10.132.27.6;KCP Yogyakarta
DC-WAN-RTR-01;Port-channel2.451;up;up;309;10.128.13.2;KCP PURBALINGGA M.T. HARYONO
DC-WAN-RTR-01;Port-channel2.452;up;up;206;10.96.119.2;KCP BERTAIS MANDALIKA
DC-WAN-RTR-01;Port-channel2.453;up;up;426;10.96.113.6;KCP LOMBOK AIKMEL
DC-WAN-RTR-01;Port-channel2.454;up;up;596;10.97.20.2;KCP LUMAJANG
DC-WAN-RTR-01;Port-channel2.455;up;up;273;10.99.30.2;KCP PROBOLINGGO
DC-WAN-RTR-01;Port-channel2.456;up;up;465;10.114.79.6;KCP MAJALENGKA KADIPATEN
DC-WAN-RTR-01;Port-channel2.457;up;up;463;10.114.76.6;KCP INDRAMAYU SUPRAPTO
DC-WAN-RTR-01;Port-channel2.458;up;up;516;10.144.35.6;KCP SUKABUMI PELABUHAN RATU
DC-WAN-RTR-01;Port-channel2.459;up;up;458;10.114.71.6;KCP BANJAR PATROMAN
DC-WAN-RTR-01;Port-channel2.460;up;up;456;10.112.63.6;KCP BANDUNG UJUNG BERUNG
DC-WAN-RTR-01;Port-channel2.461;up;up;297;10.113.18.2;KCP CIANJUR WARUNG KONDANG
DC-WAN-RTR-01;Port-channel2.462;up;up;242;10.96.133.2;KFO MANDIRI LABUAN LOMBOK
DC-WAN-RTR-01;Port-channel2.463;up;up;589;10.97.17.6;KCP BANYUWANGI GENTENG
DC-WAN-RTR-01;Port-channel2.464;up;up;940;10.101.58.10;KCP JOMBANG A WAHID
DC-WAN-RTR-01;Port-channel2.465;up;up;276;10.101.91.6;KCP JOMBANG PLOSO
DC-WAN-RTR-01;Port-channel2.466;up;up;274;10.101.87.6;KCP MOJOKERTO MOJOSARI
DC-WAN-RTR-01;Port-channel2.467;up;up;264;10.101.84.6;KCP LAMONGAN WAHIDIN
DC-WAN-RTR-01;Port-channel2.468;up;up;269;10.100.31.6;KCP SURABAYA MULYOSARI
DC-WAN-RTR-01;Port-channel2.469;up;up;271;10.101.82.6;KCP GRESIK MENGANTI
DC-WAN-RTR-01;Port-channel2.470;up;up;244;10.101.79.2;KCP PAMEKASAN JOKOTOLE
DC-WAN-RTR-01;Port-channel2.471;up;up;249;10.101.78.2;KCP BANGKALAN TRUNOJOYO
DC-WAN-RTR-01;Port-channel2.472;up;up;397;10.48.186.2;KFO GADAI BATAM AVIARI
DC-WAN-RTR-01;Port-channel2.473;up;up;521;10.129.29.2;KCP REMBANG SUDIRMAN
DC-WAN-RTR-01;Port-channel2.474;up;up;299;10.128.11.2;KCP BANYUMAS AJIBARANG
DC-WAN-RTR-01;Port-channel2.475;up;up;305;10.128.12.2;KCP CILACAP GATOT SUBROTO
DC-WAN-RTR-01;Port-channel2.476;up;up;475;10.129.26.6;KCP Semarang Majapahit
DC-WAN-RTR-01;Port-channel2.477;up;up;313;10.130.72.2;KCP BREBES KETANGGUNAN
DC-WAN-RTR-01;Port-channel2.478;up;up;522;10.131.18.2;KCP KARANGANYAR PALUR
DC-WAN-RTR-01;Port-channel2.479;up;up;479;10.131.20.6;KCP Sragen Atrium
DC-WAN-RTR-01;Port-channel2.480;up;up;523;10.129.21.6;KC SEMARANG
DC-WAN-RTR-01;Port-channel2.481;up;up;520;10.96.114.2;KCP LOMBOK PRAYA
DC-WAN-RTR-01;Port-channel2.482;up;up;203;10.96.115.2;KCP LOMBOK SELONG
DC-WAN-RTR-01;Port-channel2.483;up;up;311;10.129.22.2;KCP DEMAK SULTAN FATTAH
DC-WAN-RTR-01;Port-channel2.484;up;up;504;10.130.74.6;KCP Tegal Banjaran
DC-WAN-RTR-01;Port-channel2.485;up;up;481;10.132.26.6;KCP Sleman Prambanan
DC-WAN-RTR-01;Port-channel2.486;up;up;254;10.99.29.6;KCP Malang Pandaan
